rat,15,22,30,45
FPS01,7.0,4.0,7.0,5.0
FPS02,7.0,9.0,8.0,9.0
FPS03,7.0,7.0,6.0,7.0
FPS04,3.0,5.0,5.0,7.0
FPS05,7.0,7.0,5.0,9.0
FPS06,6.0,6.0,7.0,6.0
FPS07,6.0,7.0,6.0,4.0
FPS08,5.0,5.0,7.0,7.0
